filepaths,family,genus,species,serialnumber,clusterID
/Users/shawn/Developer/randall_interested_edited/Lutjanidae/Aphareus_Aphareus rutilans_-21563649.jpg,Lutjanidae,Aphareus,rutilans_-21563649.jpg,Aphareus rutilans,10.0
/Users/shawn/Developer/randall_interested_edited/Lutjanidae/Paracaesio_Paracaesio sordida_1888593670.jpg,Lutjanidae,Paracaesio,sordida_1888593670.jpg,Paracaesio sordida,14.0
/Users/shawn/Developer/randall_interested_edited/Lutjanidae/Lutjanus_Lutjanus rivulatus_-1182739111.jpg,Lutjanidae,Lutjanus,rivulatus_-1182739111.jpg,Lutjanus rivulatus,14.0
/Users/shawn/Developer/randall_interested_edited/Lutjanidae/Pristipomoides_Pristipomoides argyrogrammicus_984722765.jpg,Lutjanidae,Pristipomoides,argyrogrammicus_984722765.jpg,Pristipomoides argyrogrammicus,10.0
/Users/shawn/Developer/randall_interested_edited/Lutjanidae/Lutjanus_Lutjanus argentimaculatus_869533432.jpg,Lutjanidae,Lutjanus,argentimaculatus_869533432.jpg,Lutjanus argentimaculatus,10.0
/Users/shawn/Developer/randall_interested_edited/Lutjanidae/Macolor_Macolor niger_376437358.jpg,Lutjanidae,Macolor,niger_376437358.jpg,Macolor niger,2.0
/Users/shawn/Developer/randall_interested_edited/Lutjanidae/Lutjanus_Lutjanus quinquelineatus_536753678.jpg,Lutjanidae,Lutjanus,quinquelineatus_536753678.jpg,Lutjanus quinquelineatus,10.0
/Users/shawn/Developer/randall_interested_edited/Lutjanidae/Lutjanus_Lutjanus malabaricus_-457000769.jpg,Lutjanidae,Lutjanus,malabaricus_-457000769.jpg,Lutjanus malabaricus,10.0
/Users/shawn/Developer/randall_interested_edited/Lutjanidae/Lutjanus_Lutjanus lemniscatus_-1979754165.jpg,Lutjanidae,Lutjanus,lemniscatus_-1979754165.jpg,Lutjanus lemniscatus,10.0
/Users/shawn/Developer/randall_interested_edited/Lutjanidae/Lutjanus_Lutjanus malabaricus_1821284457.jpg,Lutjanidae,Lutjanus,malabaricus_1821284457.jpg,Lutjanus malabaricus,14.0
/Users/shawn/Developer/randall_interested_edited/Antennariidae/Antennarius_Antennarius pictus_-355296124.jpg,Antennariidae,Antennarius,pictus_-355296124.jpg,Antennarius pictus,6.0
/Users/shawn/Developer/randall_interested_edited/Antennariidae/Antennarius_Antennarius commerson_256314107.jpg,Antennariidae,Antennarius,commerson_256314107.jpg,Antennarius commerson,6.0
/Users/shawn/Developer/randall_interested_edited/Antennariidae/Lophiocharon_Lophiocharon trisignatus_280034783.jpg,Antennariidae,Lophiocharon,trisignatus_280034783.jpg,Lophiocharon trisignatus,6.0
/Users/shawn/Developer/randall_interested_edited/Antennariidae/Antennarius_Antennarius pictus_212081461.jpg,Antennariidae,Antennarius,pictus_212081461.jpg,Antennarius pictus,6.0
/Users/shawn/Developer/randall_interested_edited/Antennariidae/Antennarius_Antennarius sp._2032546455.jpg,Antennariidae,Antennarius,sp._2032546455.jpg,Antennarius sp.,6.0
/Users/shawn/Developer/randall_interested_edited/Antennariidae/Antennarius_Antennarius nummifer_1400171768.jpg,Antennariidae,Antennarius,nummifer_1400171768.jpg,Antennarius nummifer,6.0
/Users/shawn/Developer/randall_interested_edited/Antennariidae/Antennarius_Antennarius hispidus_2132785335.jpg,Antennariidae,Antennarius,hispidus_2132785335.jpg,Antennarius hispidus,6.0
/Users/shawn/Developer/randall_interested_edited/Antennariidae/Antennatus_Antennatus tuberosus_1106789226.jpg,Antennariidae,Antennatus,tuberosus_1106789226.jpg,Antennatus tuberosus,6.0
/Users/shawn/Developer/randall_interested_edited/Antennariidae/Antennarius_Antennarius nummifer_-1287134676.jpg,Antennariidae,Antennarius,nummifer_-1287134676.jpg,Antennarius nummifer,6.0
/Users/shawn/Developer/randall_interested_edited/Antennariidae/Antennarius_Antennarius sp._-922173266.jpg,Antennariidae,Antennarius,sp._-922173266.jpg,Antennarius sp.,6.0
/Users/shawn/Developer/randall_interested_edited/Antennariidae/Antennarius_Antennarius coccineus_-2129648866.jpg,Antennariidae,Antennarius,coccineus_-2129648866.jpg,Antennarius coccineus,6.0
/Users/shawn/Developer/randall_interested_edited/Antennariidae/Antennarius_Antennarius commerson_2091318562.jpg,Antennariidae,Antennarius,commerson_2091318562.jpg,Antennarius commerson,6.0
/Users/shawn/Developer/randall_interested_edited/Antennariidae/Antennarius_Antennarius coccineus_1388714691.jpg,Antennariidae,Antennarius,coccineus_1388714691.jpg,Antennarius coccineus,6.0
/Users/shawn/Developer/randall_interested_edited/Antennariidae/Antennatus_Antennatus tuberosus_-822440665.jpg,Antennariidae,Antennatus,tuberosus_-822440665.jpg,Antennatus tuberosus,6.0
/Users/shawn/Developer/randall_interested_edited/Antennariidae/Histiophryne_Histiophryne bougainvilli_-306899549.jpg,Antennariidae,Histiophryne,bougainvilli_-306899549.jpg,Histiophryne bougainvilli,6.0
/Users/shawn/Developer/randall_interested_edited/Antennariidae/Antennarius_Antennarius coccineus_-119425359.jpg,Antennariidae,Antennarius,coccineus_-119425359.jpg,Antennarius coccineus,6.0
/Users/shawn/Developer/randall_interested_edited/Antennariidae/Antennarius_Antennarius coccineus_-236699819.jpg,Antennariidae,Antennarius,coccineus_-236699819.jpg,Antennarius coccineus,6.0
/Users/shawn/Developer/randall_interested_edited/Antennariidae/Antennarius_Antennarius nummifer_623559738.jpg,Antennariidae,Antennarius,nummifer_623559738.jpg,Antennarius nummifer,6.0
/Users/shawn/Developer/randall_interested_edited/Antennariidae/Antennarius_Antennarius sp._-291627176.jpg,Antennariidae,Antennarius,sp._-291627176.jpg,Antennarius sp.,6.0
/Users/shawn/Developer/randall_interested_edited/Antennariidae/Antennarius_Antennarius sp._-1880453492.jpg,Antennariidae,Antennarius,sp._-1880453492.jpg,Antennarius sp.,6.0
/Users/shawn/Developer/randall_interested_edited/Antennariidae/Antennarius_Antennarius pictus_510949273.jpg,Antennariidae,Antennarius,pictus_510949273.jpg,Antennarius pictus,6.0
/Users/shawn/Developer/randall_interested_edited/Antennariidae/Antennarius_Antennarius coccineus_430631307.jpg,Antennariidae,Antennarius,coccineus_430631307.jpg,Antennarius coccineus,6.0
/Users/shawn/Developer/randall_interested_edited/Antennariidae/Antennarius_Antennarius duescus_1818391969.jpg,Antennariidae,Antennarius,duescus_1818391969.jpg,Antennarius duescus,6.0
/Users/shawn/Developer/randall_interested_edited/Antennariidae/Antennarius_Antennarius coccineus_1208187535.jpg,Antennariidae,Antennarius,coccineus_1208187535.jpg,Antennarius coccineus,6.0
/Users/shawn/Developer/randall_interested_edited/Antennariidae/Antennarius_Antennarius randalli_764044882.jpg,Antennariidae,Antennarius,randalli_764044882.jpg,Antennarius randalli,6.0
/Users/shawn/Developer/randall_interested_edited/Antennariidae/Antennarius_Antennarius coccineus_-521985977.jpg,Antennariidae,Antennarius,coccineus_-521985977.jpg,Antennarius coccineus,6.0
/Users/shawn/Developer/randall_interested_edited/Antennariidae/Antennarius_Antennarius coccineus_-159862518.jpg,Antennariidae,Antennarius,coccineus_-159862518.jpg,Antennarius coccineus,9.0
/Users/shawn/Developer/randall_interested_edited/Antennariidae/Antennarius_Antennarius pictus_1436707695.jpg,Antennariidae,Antennarius,pictus_1436707695.jpg,Antennarius pictus,6.0
/Users/shawn/Developer/randall_interested_edited/Antennariidae/Antennarius_Antennarius coccineus_-2052295044.jpg,Antennariidae,Antennarius,coccineus_-2052295044.jpg,Antennarius coccineus,6.0
/Users/shawn/Developer/randall_interested_edited/Antennariidae/Antennarius_Antennarius sp._-526290413.jpg,Antennariidae,Antennarius,sp._-526290413.jpg,Antennarius sp.,6.0
/Users/shawn/Developer/randall_interested_edited/Antennariidae/Histrio_Histrio histrio_1268370966.jpg,Antennariidae,Histrio,histrio_1268370966.jpg,Histrio histrio,6.0
/Users/shawn/Developer/randall_interested_edited/Antennariidae/Histrio_Histrio histrio_1042096265.jpg,Antennariidae,Histrio,histrio_1042096265.jpg,Histrio histrio,6.0
/Users/shawn/Developer/randall_interested_edited/Antennariidae/Antennarius_Antennarius coccineus_-1530643507.jpg,Antennariidae,Antennarius,coccineus_-1530643507.jpg,Antennarius coccineus,6.0
/Users/shawn/Developer/randall_interested_edited/Antennariidae/Antennarius_Antennarius coccineus_77998761.jpg,Antennariidae,Antennarius,coccineus_77998761.jpg,Antennarius coccineus,6.0
/Users/shawn/Developer/randall_interested_edited/Antennariidae/Antennatus_Antennatus linearis_-1604972399.jpg,Antennariidae,Antennatus,linearis_-1604972399.jpg,Antennatus linearis,6.0
/Users/shawn/Developer/randall_interested_edited/Antennariidae/Antennarius_Antennarius duescus_-2042801330.jpg,Antennariidae,Antennarius,duescus_-2042801330.jpg,Antennarius duescus,6.0
/Users/shawn/Developer/randall_interested_edited/Antennariidae/Antennarius_Antennarius commerson_-1692766176.jpg,Antennariidae,Antennarius,commerson_-1692766176.jpg,Antennarius commerson,6.0
/Users/shawn/Developer/randall_interested_edited/Antennariidae/Antennarius_Antennarius sp._-280176995.jpg,Antennariidae,Antennarius,sp._-280176995.jpg,Antennarius sp.,6.0
/Users/shawn/Developer/randall_interested_edited/Antennariidae/Antennarius_Antennarius nummifer_-942257731.jpg,Antennariidae,Antennarius,nummifer_-942257731.jpg,Antennarius nummifer,6.0
/Users/shawn/Developer/randall_interested_edited/Antennariidae/Antennarius_Antennarius commerson_-2065719483.jpg,Antennariidae,Antennarius,commerson_-2065719483.jpg,Antennarius commerson,6.0
/Users/shawn/Developer/randall_interested_edited/Antennariidae/Antennarius_Antennarius commerson_-1443345708.jpg,Antennariidae,Antennarius,commerson_-1443345708.jpg,Antennarius commerson,6.0
/Users/shawn/Developer/randall_interested_edited/Antennariidae/Antennarius_Antennarius coccineus_-1432492472.jpg,Antennariidae,Antennarius,coccineus_-1432492472.jpg,Antennarius coccineus,6.0
/Users/shawn/Developer/randall_interested_edited/Antennariidae/Antennatus_Antennatus tuberosus_-1857867906.jpg,Antennariidae,Antennatus,tuberosus_-1857867906.jpg,Antennatus tuberosus,6.0
/Users/shawn/Developer/randall_interested_edited/Antennariidae/Histrio_Histrio histrio_-200982616.jpg,Antennariidae,Histrio,histrio_-200982616.jpg,Histrio histrio,6.0
/Users/shawn/Developer/randall_interested_edited/Antennariidae/Antennarius_Antennarius sp._412057935.jpg,Antennariidae,Antennarius,sp._412057935.jpg,Antennarius sp.,6.0
/Users/shawn/Developer/randall_interested_edited/Antennariidae/Antennarius_Antennarius rosaceus_2048572624.jpg,Antennariidae,Antennarius,rosaceus_2048572624.jpg,Antennarius rosaceus,6.0
/Users/shawn/Developer/randall_interested_edited/Antennariidae/Antennarius_Antennarius commerson_1038456063.jpg,Antennariidae,Antennarius,commerson_1038456063.jpg,Antennarius commerson,6.0
/Users/shawn/Developer/randall_interested_edited/Antennariidae/Antennarius_Antennarius randalli_-742283157.jpg,Antennariidae,Antennarius,randalli_-742283157.jpg,Antennarius randalli,6.0
/Users/shawn/Developer/randall_interested_edited/Antennariidae/Antennarius_Antennarius sp._1871890330.jpg,Antennariidae,Antennarius,sp._1871890330.jpg,Antennarius sp.,6.0
/Users/shawn/Developer/randall_interested_edited/Antennariidae/Antennarius_Antennarius sp._536121977.jpg,Antennariidae,Antennarius,sp._536121977.jpg,Antennarius sp.,6.0
/Users/shawn/Developer/randall_interested_edited/Antennariidae/Antennatus_Antennatus tuberosus_1134287324.jpg,Antennariidae,Antennatus,tuberosus_1134287324.jpg,Antennatus tuberosus,6.0
/Users/shawn/Developer/randall_interested_edited/Antennariidae/Antennarius_Antennarius sp._1524004166.jpg,Antennariidae,Antennarius,sp._1524004166.jpg,Antennarius sp.,6.0
/Users/shawn/Developer/randall_interested_edited/Antennariidae/Antennarius_Antennarius coccineus_-512162524.jpg,Antennariidae,Antennarius,coccineus_-512162524.jpg,Antennarius coccineus,6.0
/Users/shawn/Developer/randall_interested_edited/Antennariidae/Antennarius_Antennarius pictus_-1490256922.jpg,Antennariidae,Antennarius,pictus_-1490256922.jpg,Antennarius pictus,6.0
/Users/shawn/Developer/randall_interested_edited/Antennariidae/Antennarius_Antennarius nummifer_1632672307.jpg,Antennariidae,Antennarius,nummifer_1632672307.jpg,Antennarius nummifer,6.0
/Users/shawn/Developer/randall_interested_edited/Antennariidae/Antennarius_Antennarius coccineus_-2109374478.jpg,Antennariidae,Antennarius,coccineus_-2109374478.jpg,Antennarius coccineus,6.0
/Users/shawn/Developer/randall_interested_edited/Antennariidae/Antennarius_Antennarius coccineus_-56758416.jpg,Antennariidae,Antennarius,coccineus_-56758416.jpg,Antennarius coccineus,6.0
/Users/shawn/Developer/randall_interested_edited/Antennariidae/Antennarius_Antennarius commerson_952718774.jpg,Antennariidae,Antennarius,commerson_952718774.jpg,Antennarius commerson,6.0
/Users/shawn/Developer/randall_interested_edited/Apogonidae/Apogon_Apogon nigrofasciatus_-2146149423.jpg,Apogonidae,Apogon,nigrofasciatus_-2146149423.jpg,Apogon nigrofasciatus,13.0
/Users/shawn/Developer/randall_interested_edited/Apogonidae/Siphamia_Siphamia versicolor_451872863.jpg,Apogonidae,Siphamia,versicolor_451872863.jpg,Siphamia versicolor,5.0
/Users/shawn/Developer/randall_interested_edited/Apogonidae/Apogon_Apogon nigrofasciatus_1834084798.jpg,Apogonidae,Apogon,nigrofasciatus_1834084798.jpg,Apogon nigrofasciatus,13.0
/Users/shawn/Developer/randall_interested_edited/Apogonidae/Archamia_Archamia lineolata_-85041950.jpg,Apogonidae,Archamia,lineolata_-85041950.jpg,Archamia lineolata,5.0
/Users/shawn/Developer/randall_interested_edited/Apogonidae/Apogon_Apogon sp._-1956740248.jpg,Apogonidae,Apogon,sp._-1956740248.jpg,Apogon sp.,13.0
/Users/shawn/Developer/randall_interested_edited/Apogonidae/Apogon_Apogon pseudotaeniatus_-285945476.jpg,Apogonidae,Apogon,pseudotaeniatus_-285945476.jpg,Apogon pseudotaeniatus,13.0
/Users/shawn/Developer/randall_interested_edited/Apogonidae/Apogon_Apogon savayensis_-1538760413.jpg,Apogonidae,Apogon,savayensis_-1538760413.jpg,Apogon savayensis,13.0
/Users/shawn/Developer/randall_interested_edited/Apogonidae/Apogon_Apogon fasciatus_401595750.jpg,Apogonidae,Apogon,fasciatus_401595750.jpg,Apogon fasciatus,13.0
/Users/shawn/Developer/randall_interested_edited/Apogonidae/Apogon_Apogon fleurieu_47374290.jpg,Apogonidae,Apogon,fleurieu_47374290.jpg,Apogon fleurieu,5.0
/Users/shawn/Developer/randall_interested_edited/Apogonidae/Apogon_Apogon cyanosoma_600631540.jpg,Apogonidae,Apogon,cyanosoma_600631540.jpg,Apogon cyanosoma,13.0
/Users/shawn/Developer/randall_interested_edited/Apogonidae/Apogon_Apogon bandanensis_1071967198.jpg,Apogonidae,Apogon,bandanensis_1071967198.jpg,Apogon bandanensis,13.0
/Users/shawn/Developer/randall_interested_edited/Apogonidae/Apogon_Apogon aureus_-1658651470.jpg,Apogonidae,Apogon,aureus_-1658651470.jpg,Apogon aureus,13.0
/Users/shawn/Developer/randall_interested_edited/Apogonidae/Siphamia_Siphamia sp._228353258.jpg,Apogonidae,Siphamia,sp._228353258.jpg,Siphamia sp.,5.0
/Users/shawn/Developer/randall_interested_edited/Apogonidae/Apogon_Apogon sp._-1365695774.jpg,Apogonidae,Apogon,sp._-1365695774.jpg,Apogon sp.,13.0
/Users/shawn/Developer/randall_interested_edited/Apogonidae/Fowleria_Fowleria sp._599450133.jpg,Apogonidae,Fowleria,sp._599450133.jpg,Fowleria sp.,5.0
/Users/shawn/Developer/randall_interested_edited/Apogonidae/Apogon_Apogon talboti_-2132209115.jpg,Apogonidae,Apogon,talboti_-2132209115.jpg,Apogon talboti,5.0
/Users/shawn/Developer/randall_interested_edited/Apogonidae/Apogon_Apogon norfolcensis_337055830.jpg,Apogonidae,Apogon,norfolcensis_337055830.jpg,Apogon norfolcensis,5.0
/Users/shawn/Developer/randall_interested_edited/Apogonidae/Apogon_Apogon exostigma_1093857196.jpg,Apogonidae,Apogon,exostigma_1093857196.jpg,Apogon exostigma,13.0
/Users/shawn/Developer/randall_interested_edited/Apogonidae/Foa_Foa sp._38465657.jpg,Apogonidae,Foa,sp._38465657.jpg,Foa sp.,13.0
/Users/shawn/Developer/randall_interested_edited/Apogonidae/Apogon_Apogon nigrofasciatus_560626960.jpg,Apogonidae,Apogon,nigrofasciatus_560626960.jpg,Apogon nigrofasciatus,5.0
/Users/shawn/Developer/randall_interested_edited/Apogonidae/Apogon_Apogon semiornatus_-1424941129.jpg,Apogonidae,Apogon,semiornatus_-1424941129.jpg,Apogon semiornatus,13.0
/Users/shawn/Developer/randall_interested_edited/Apogonidae/Apogon_Apogon compressus_-1903339458.jpg,Apogonidae,Apogon,compressus_-1903339458.jpg,Apogon compressus,13.0
/Users/shawn/Developer/randall_interested_edited/Apogonidae/Apogon_Apogon aureus_1770284821.jpg,Apogonidae,Apogon,aureus_1770284821.jpg,Apogon aureus,13.0
/Users/shawn/Developer/randall_interested_edited/Apogonidae/Apogon_Apogon isus_732558997.jpg,Apogonidae,Apogon,isus_732558997.jpg,Apogon isus,13.0
/Users/shawn/Developer/randall_interested_edited/Apogonidae/Apogon_Apogon doederleini_-1789639440.jpg,Apogonidae,Apogon,doederleini_-1789639440.jpg,Apogon doederleini,13.0
/Users/shawn/Developer/randall_interested_edited/Apogonidae/Vincentia_Vincentia punctata_-398574899.jpg,Apogonidae,Vincentia,punctata_-398574899.jpg,Vincentia punctata,5.0
/Users/shawn/Developer/randall_interested_edited/Apogonidae/Apogon_Apogon fraenatus_-1256073199.jpg,Apogonidae,Apogon,fraenatus_-1256073199.jpg,Apogon fraenatus,5.0
/Users/shawn/Developer/randall_interested_edited/Apogonidae/Apogon_Apogon doederleini_1828300355.jpg,Apogonidae,Apogon,doederleini_1828300355.jpg,Apogon doederleini,13.0
/Users/shawn/Developer/randall_interested_edited/Apogonidae/Fowleria_Fowleria aurita_991854412.jpg,Apogonidae,Fowleria,aurita_991854412.jpg,Fowleria aurita,5.0
/Users/shawn/Developer/randall_interested_edited/Apogonidae/Apogon_Apogon limenus_357964351.jpg,Apogonidae,Apogon,limenus_357964351.jpg,Apogon limenus,13.0
/Users/shawn/Developer/randall_interested_edited/Apogonidae/Apogon_Apogon coccineus_1386080144.jpg,Apogonidae,Apogon,coccineus_1386080144.jpg,Apogon coccineus,5.0
/Users/shawn/Developer/randall_interested_edited/Apogonidae/Apogon_Apogon caudicinctus_-1246657078.jpg,Apogonidae,Apogon,caudicinctus_-1246657078.jpg,Apogon caudicinctus,13.0
/Users/shawn/Developer/randall_interested_edited/Apogonidae/Apogon_Apogon compressus_2009928785.jpg,Apogonidae,Apogon,compressus_2009928785.jpg,Apogon compressus,13.0
/Users/shawn/Developer/randall_interested_edited/Apogonidae/Apogon_Apogon holotaenia_-1880605447.jpg,Apogonidae,Apogon,holotaenia_-1880605447.jpg,Apogon holotaenia,13.0
/Users/shawn/Developer/randall_interested_edited/Apogonidae/Rhabdamia_Rhabdamia cypselurus_-280167088.jpg,Apogonidae,Rhabdamia,cypselurus_-280167088.jpg,Rhabdamia cypselurus,5.0
/Users/shawn/Developer/randall_interested_edited/Apogonidae/Apogon_Apogon sp._2115927058.jpg,Apogonidae,Apogon,sp._2115927058.jpg,Apogon sp.,13.0
/Users/shawn/Developer/randall_interested_edited/Apogonidae/Fowleria_Fowleria vaiulae_263433330.jpg,Apogonidae,Fowleria,vaiulae_263433330.jpg,Fowleria vaiulae,5.0
/Users/shawn/Developer/randall_interested_edited/Apogonidae/Apogon_Apogon melas_-877627139.jpg,Apogonidae,Apogon,melas_-877627139.jpg,Apogon melas,13.0
/Users/shawn/Developer/randall_interested_edited/Apogonidae/Apogon_Apogon hoevenii_1624713996.jpg,Apogonidae,Apogon,hoevenii_1624713996.jpg,Apogon hoevenii,5.0
/Users/shawn/Developer/randall_interested_edited/Apogonidae/Apogon_Apogon maculiferus_-1096236190.jpg,Apogonidae,Apogon,maculiferus_-1096236190.jpg,Apogon maculiferus,13.0
/Users/shawn/Developer/randall_interested_edited/Apogonidae/Apogon_Apogon multitaeniatus_-173008700.jpg,Apogonidae,Apogon,multitaeniatus_-173008700.jpg,Apogon multitaeniatus,2.0
/Users/shawn/Developer/randall_interested_edited/Apogonidae/Apogon_Apogon norfolcensis_-1598880140.jpg,Apogonidae,Apogon,norfolcensis_-1598880140.jpg,Apogon norfolcensis,5.0
/Users/shawn/Developer/randall_interested_edited/Apogonidae/Apogon_Apogon sp._-2096409330.jpg,Apogonidae,Apogon,sp._-2096409330.jpg,Apogon sp.,13.0
/Users/shawn/Developer/randall_interested_edited/Apogonidae/Apogon_Apogon rhodopterus_1978413507.jpg,Apogonidae,Apogon,rhodopterus_1978413507.jpg,Apogon rhodopterus,5.0
/Users/shawn/Developer/randall_interested_edited/Apogonidae/Apogon_Apogon cyanosoma_-1566007393.jpg,Apogonidae,Apogon,cyanosoma_-1566007393.jpg,Apogon cyanosoma,13.0
/Users/shawn/Developer/randall_interested_edited/Apogonidae/Apogon_Apogon evermanni_853747104.jpg,Apogonidae,Apogon,evermanni_853747104.jpg,Apogon evermanni,10.0
/Users/shawn/Developer/randall_interested_edited/Apogonidae/Apogon_Apogon doederleini_966685639.jpg,Apogonidae,Apogon,doederleini_966685639.jpg,Apogon doederleini,13.0
/Users/shawn/Developer/randall_interested_edited/Apogonidae/Cheilodipterus_Cheilodipterus arabicus_628277749.jpg,Apogonidae,Cheilodipterus,arabicus_628277749.jpg,Cheilodipterus arabicus,5.0
/Users/shawn/Developer/randall_interested_edited/Apogonidae/Apogon_Apogon lateralis_146239306.jpg,Apogonidae,Apogon,lateralis_146239306.jpg,Apogon lateralis,5.0
/Users/shawn/Developer/randall_interested_edited/Apogonidae/Apogonichthys_Apogonichthys sp._882940270.jpg,Apogonidae,Apogonichthys,sp._882940270.jpg,Apogonichthys sp.,5.0
/Users/shawn/Developer/randall_interested_edited/Apogonidae/Apogon_Apogon angustatus_-1037816166.jpg,Apogonidae,Apogon,angustatus_-1037816166.jpg,Apogon angustatus,13.0
/Users/shawn/Developer/randall_interested_edited/Apogonidae/Apogon_Apogon fragilis_1415159975.jpg,Apogonidae,Apogon,fragilis_1415159975.jpg,Apogon fragilis,13.0
/Users/shawn/Developer/randall_interested_edited/Apogonidae/Apogon_Apogon apogonides_-263697329.jpg,Apogonidae,Apogon,apogonides_-263697329.jpg,Apogon apogonides,5.0
/Users/shawn/Developer/randall_interested_edited/Apogonidae/Apogon_Apogon opercularis_-569084264.jpg,Apogonidae,Apogon,opercularis_-569084264.jpg,Apogon opercularis,13.0
/Users/shawn/Developer/randall_interested_edited/Apogonidae/Apogon_Apogon sp._1157914314.jpg,Apogonidae,Apogon,sp._1157914314.jpg,Apogon sp.,13.0
/Users/shawn/Developer/randall_interested_edited/Apogonidae/Fowleria_Fowleria variegata_-1400759609.jpg,Apogonidae,Fowleria,variegata_-1400759609.jpg,Fowleria variegata,5.0
/Users/shawn/Developer/randall_interested_edited/Apogonidae/Apogon_Apogon sp._-458564036.jpg,Apogonidae,Apogon,sp._-458564036.jpg,Apogon sp.,13.0
/Users/shawn/Developer/randall_interested_edited/Apogonidae/Apogon_Apogon sp._1567473415.jpg,Apogonidae,Apogon,sp._1567473415.jpg,Apogon sp.,5.0
/Users/shawn/Developer/randall_interested_edited/Apogonidae/Apogon_Apogon angustatus_1727225228.jpg,Apogonidae,Apogon,angustatus_1727225228.jpg,Apogon angustatus,13.0
/Users/shawn/Developer/randall_interested_edited/Apogonidae/Cheilodipterus_Cheilodipterus macrodon_1957932331.jpg,Apogonidae,Cheilodipterus,macrodon_1957932331.jpg,Cheilodipterus macrodon,5.0
/Users/shawn/Developer/randall_interested_edited/Apogonidae/Fowleria_Fowleria aurita_517152343.jpg,Apogonidae,Fowleria,aurita_517152343.jpg,Fowleria aurita,5.0
/Users/shawn/Developer/randall_interested_edited/Apogonidae/Foa_Foa sp._452375896.jpg,Apogonidae,Foa,sp._452375896.jpg,Foa sp.,6.0
/Users/shawn/Developer/randall_interested_edited/Apogonidae/Apogon_Apogon coccineus_-1062396625.jpg,Apogonidae,Apogon,coccineus_-1062396625.jpg,Apogon coccineus,5.0
/Users/shawn/Developer/randall_interested_edited/Apogonidae/Apogon_Apogon cyanosoma_-581948699.jpg,Apogonidae,Apogon,cyanosoma_-581948699.jpg,Apogon cyanosoma,13.0
/Users/shawn/Developer/randall_interested_edited/Apogonidae/Apogon_Apogon sp._-2053951399.jpg,Apogonidae,Apogon,sp._-2053951399.jpg,Apogon sp.,13.0
/Users/shawn/Developer/randall_interested_edited/Apogonidae/Apogon_Apogon timorensis_-1017220813.jpg,Apogonidae,Apogon,timorensis_-1017220813.jpg,Apogon timorensis,5.0
/Users/shawn/Developer/randall_interested_edited/Apogonidae/Apogon_Apogon trimaculatus_-303569901.jpg,Apogonidae,Apogon,trimaculatus_-303569901.jpg,Apogon trimaculatus,5.0
/Users/shawn/Developer/randall_interested_edited/Apogonidae/Archamia_Archamia melasma_1995953632.jpg,Apogonidae,Archamia,melasma_1995953632.jpg,Archamia melasma,13.0
/Users/shawn/Developer/randall_interested_edited/Apogonidae/Apogon_Apogon chrysotaenia_-261721481.jpg,Apogonidae,Apogon,chrysotaenia_-261721481.jpg,Apogon chrysotaenia,13.0
/Users/shawn/Developer/randall_interested_edited/Apogonidae/Apogon_Apogon sp._2002659301.jpg,Apogonidae,Apogon,sp._2002659301.jpg,Apogon sp.,13.0
/Users/shawn/Developer/randall_interested_edited/Apogonidae/Apogon_Apogon sp._654098616.jpg,Apogonidae,Apogon,sp._654098616.jpg,Apogon sp.,6.0
/Users/shawn/Developer/randall_interested_edited/Apogonidae/Apogon_Apogon abrogramma_1859304322.jpg,Apogonidae,Apogon,abrogramma_1859304322.jpg,Apogon abrogramma,5.0
/Users/shawn/Developer/randall_interested_edited/Apogonidae/Apogon_Apogon opercularis_438659257.jpg,Apogonidae,Apogon,opercularis_438659257.jpg,Apogon opercularis,13.0
/Users/shawn/Developer/randall_interested_edited/Apogonidae/Apogon_Apogon fukuii_452211501.jpg,Apogonidae,Apogon,fukuii_452211501.jpg,Apogon fukuii,13.0
/Users/shawn/Developer/randall_interested_edited/Apogonidae/Archamia_Archamia fucata_1188583626.jpg,Apogonidae,Archamia,fucata_1188583626.jpg,Archamia fucata,5.0
/Users/shawn/Developer/randall_interested_edited/Apogonidae/Apogon_Apogon pselion_-489426190.jpg,Apogonidae,Apogon,pselion_-489426190.jpg,Apogon pselion,13.0
/Users/shawn/Developer/randall_interested_edited/Apogonidae/Apogon_Apogon deetsie_893604120.jpg,Apogonidae,Apogon,deetsie_893604120.jpg,Apogon deetsie,5.0
/Users/shawn/Developer/randall_interested_edited/Apogonidae/Apogon_Apogon bandanensis_484187021.jpg,Apogonidae,Apogon,bandanensis_484187021.jpg,Apogon bandanensis,5.0
/Users/shawn/Developer/randall_interested_edited/Apogonidae/Apogon_Apogon sp._-635882274.jpg,Apogonidae,Apogon,sp._-635882274.jpg,Apogon sp.,13.0
/Users/shawn/Developer/randall_interested_edited/Apogonidae/Apogon_Apogon franssedai_-2133375140.jpg,Apogonidae,Apogon,franssedai_-2133375140.jpg,Apogon franssedai,5.0
/Users/shawn/Developer/randall_interested_edited/Apogonidae/Apogon_Apogon zebrinus_1756435279.jpg,Apogonidae,Apogon,zebrinus_1756435279.jpg,Apogon zebrinus,5.0
/Users/shawn/Developer/randall_interested_edited/Apogonidae/Pseudamia_Pseudamia amblyuroptera_121200356.jpg,Apogonidae,Pseudamia,amblyuroptera_121200356.jpg,Pseudamia amblyuroptera,13.0
/Users/shawn/Developer/randall_interested_edited/Apogonidae/Apogon_Apogon aureus_1085167435.jpg,Apogonidae,Apogon,aureus_1085167435.jpg,Apogon aureus,13.0
